15-dic-2025;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;15/12/2025;;;;;;;;;;
Number of Securities;3.022,00;;;;;;;;;;
Shares Outstanding;709.449.982,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
LH.R;LAND AND HOUSE PUBLIC NON-VOTING D;Immobili;Azionario;2.814.127,71;0,01;2.814.127,71;23.517.800,00;0,12;Tailandia;Stock Exchange Of Thailand;THB
601229;BANK OF SHANGHAI LTD A;Finanziari;Azionario;2.805.810,62;0,01;2.805.810,62;2.007.452,00;1,40;Cina;Shanghai Stock Exchange;CNY
MWC;MANILA WATER INC;Imprese di servizi di pubblica utilità;Azionario;2.806.139,05;0,01;2.806.139,05;4.101.200,00;0,68;Filippine;Philippine Stock Exchange Inc.;PHP
TATAINVEST;TATA INVESTMENT CORPORATION LTD;Finanziari;Azionario;2.806.444,72;0,01;2.806.444,72;351.566,00;7,98;India;National Stock Exchange Of India;INR
3450;ELITE ADVANCED LASER CORP;IT;Azionario;2.806.924,14;0,01;2.806.924,14;338.000,00;8,30;Taiwan;Taiwan Stock Exchange;TWD
8150;CHIPMOS TECHNOLOGIES INC;IT;Azionario;2.807.764,16;0,01;2.807.764,16;1.977.000,00;1,42;Taiwan;Taiwan Stock Exchange;TWD
600160;ZHEJIANG JU HUA LTD A;Materiali;Azionario;2.808.235,05;0,01;2.808.235,05;552.400,00;5,08;Cina;Shanghai Stock Exchange;CNY
3189;KINSUS INTERCONNECT TECHNOLOGY COR;IT;Azionario;2.797.264,77;0,01;2.797.264,77;601.000,00;4,65;Taiwan;Taiwan Stock Exchange;TWD
237690;ST PHARM LTD;Salute;Azionario;2.797.875,76;0,01;2.797.875,76;31.155,00;89,81;Corea;Korea Exchange (Kosdaq);KRW
ORVR3;ORIZON VALORIZACAO DE RESIDUOS SA;Industriali;Azionario;2.797.992,39;0,01;2.797.992,39;218.726,00;12,79;Brasile;XBSP;BRL
POMO4;MARCOPOLO PREF SA;Industriali;Azionario;2.793.018,87;0,01;2.793.018,87;2.372.529,00;1,18;Brasile;XBSP;BRL
ORBIA*;ORBIA ADVANCE CORP SA DE CV;Materiali;Azionario;2.789.863,44;0,01;2.789.863,44;3.017.568,00;0,92;Messico;Bolsa Mexicana De Valores;MXN
6531;AP MEMORY TECHNOLOGY CORP;IT;Azionario;2.791.813,44;0,01;2.791.813,44;226.000,00;12,35;Taiwan;Taiwan Stock Exchange;TWD
600031;SANY HEAVY INDUSTRY LTD A;Industriali;Azionario;2.784.766,16;0,01;2.784.766,16;930.478,00;2,99;Cina;Shanghai Stock Exchange;CNY
4031;SAUDI GROUND SERVICES;Industriali;Azionario;2.780.591,03;0,01;2.780.591,03;275.715,00;10,09;Arabia Saudita;Saudi Stock Exchange;SAR
4123;CENTER LABORATORIES INC;Salute;Azionario;2.778.733,32;0,01;2.778.733,32;2.318.210,00;1,20;Taiwan;Gretai Securities Market;TWD
688008;MONTAGE TECHNOLOGY LTD A;IT;Azionario;2.773.768,17;0,01;2.773.768,17;169.600,00;16,35;Cina;Shanghai Stock Exchange;CNY
TRY;TRY CASH;Liquidità e/o derivati;Contanti;2.771.069,52;0,01;2.771.069,52;118.316.355,00;2,34;Turchia;--;TRY
1368;XTEP INTERNATIONAL LTD;Consumi Discrezionali;Azionario;2.771.473,09;0,01;2.771.473,09;3.928.500,00;0,71;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
605499;EASTROC BEVERAGE (GROUP) LTD A;Generi di largo consumo;Azionario;2.772.249,28;0,01;2.772.249,28;73.320,00;37,81;Cina;Shanghai Stock Exchange;CNY
EGCO.R;ELECTRICITY GENERATING NON-VOTING;Imprese di servizi di pubblica utilità;Azionario;2.765.005,97;0,01;2.765.005,97;736.300,00;3,76;Tailandia;Stock Exchange Of Thailand;THB
MEGACPO;MEGACABLE HOLDINGS CPO;Comunicazione;Azionario;2.761.650,43;0,01;2.761.650,43;970.573,00;2,85;Messico;Bolsa Mexicana De Valores;MXN
BCP.R;BANGCHAK CORPORATION ORS NON-VOTIN;Energia;Azionario;2.757.570,21;0,01;2.757.570,21;3.150.900,00;0,88;Tailandia;Stock Exchange Of Thailand;THB
ZEEL;ZEE ENTERTAINMENT ENTERPRISES LTD;Comunicazione;Azionario;2.758.229,83;0,01;2.758.229,83;2.667.781,00;1,03;India;National Stock Exchange Of India;INR
8230;AL RAJHI COMPANY FOR COOPERATIVE I;Finanziari;Azionario;2.758.874,55;0,01;2.758.874,55;125.019,00;22,07;Arabia Saudita;Saudi Stock Exchange;SAR
002916;SHENNAN CIRCUITS LTD A;IT;Azionario;2.754.983,51;0,01;2.754.983,51;96.122,00;28,66;Cina;Shenzhen Stock Exchange;CNY
008770;HOTEL SHILLA LTDINARY SHARES KOREA;Consumi Discrezionali;Azionario;2.755.368,75;0,01;2.755.368,75;89.176,00;30,90;Corea;Korea Exchange (Stock Market);KRW
300498;WENS FOODSTUFF GROUP LTD;Generi di largo consumo;Azionario;2.751.011,07;0,01;2.751.011,07;1.143.977,00;2,40;Cina;Shenzhen Stock Exchange;CNY
051600;KEPCO PLANT SERVICE & ENGINEERING;Industriali;Azionario;2.751.128,67;0,01;2.751.128,67;75.783,00;36,30;Corea;Korea Exchange (Stock Market);KRW
336260;DOOSAN FUEL CELL LTD;Industriali;Azionario;2.749.590,50;0,01;2.749.590,50;129.633,00;21,21;Corea;Korea Exchange (Stock Market);KRW
2330;ADVANCED PETROCHEMICAL;Materiali;Azionario;2.745.705,60;0,01;2.745.705,60;349.700,00;7,85;Arabia Saudita;Saudi Stock Exchange;SAR
2616;CSTONE PHARMACEUTICALS;Salute;Azionario;2.738.870,08;0,01;2.738.870,08;3.612.500,00;0,76;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2252;SHANGHAI MICROPORT MEDBOT CLASS H;Salute;Azionario;2.729.161,71;0,01;2.729.161,71;1.035.000,00;2,64;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
DEEPAKNTR;DEEPAK NITRITE LTD;Materiali;Azionario;2.725.176,08;0,01;2.725.176,08;156.974,00;17,36;India;National Stock Exchange Of India;INR
LHC;LIFE HEALTH LTD;Salute;Azionario;2.725.558,19;0,01;2.725.558,19;4.033.057,00;0,68;Sud Africa;Johannesburg Stock Exchange;ZAR
1314;CHINA PETROCHEMICAL DEVELOPMENT CO;Materiali;Azionario;2.726.014,36;0,01;2.726.014,36;10.769.645,00;0,25;Taiwan;Taiwan Stock Exchange;TWD
069960;HYUNDAI DEPARTMENT STORE LTD;Consumi Discrezionali;Azionario;2.722.459,11;0,01;2.722.459,11;43.107,00;63,16;Corea;Korea Exchange (Stock Market);KRW
688521;VERISILICON MICROELECTRONICS (SHAN;IT;Azionario;2.717.930,72;0,01;2.717.930,72;145.400,00;18,69;Cina;Shanghai Stock Exchange;CNY
KFINTECH;KFIN TECHNOLOGIES LTD;Finanziari;Azionario;2.718.767,00;0,01;2.718.767,00;235.049,00;11,57;India;National Stock Exchange Of India;INR
6691;YANKEY ENGINEERING LTD;Industriali;Azionario;2.714.797,62;0,01;2.714.797,62;134.959,00;20,12;Taiwan;Taiwan Stock Exchange;TWD
2869;GREENTOWN SERVICE GROUP LTD;Immobili;Azionario;2.712.276,49;0,01;2.712.276,49;4.680.000,00;0,58;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
EIDPARRY;EID PARRY INDIA LTD;Materiali;Azionario;2.709.709,28;0,01;2.709.709,28;236.907,00;11,44;India;National Stock Exchange Of India;INR
3715;DYNAMIC HOLDING LTD;IT;Azionario;2.704.687,82;0,01;2.704.687,82;719.000,00;3,76;Taiwan;Taiwan Stock Exchange;TWD
ELPE;HELLENIQ ENERGY HOLDINGS S A SA;Energia;Azionario;2.700.134,34;0,01;2.700.134,34;272.630,00;9,90;Grecia;Athens Exchange S.A. Cash Market;EUR
MTC.R;MUANGTHAI CAPITAL ORS NON-VOTING D;Finanziari;Azionario;2.691.440,85;0,01;2.691.440,85;2.399.200,00;1,12;Tailandia;Stock Exchange Of Thailand;THB
2350;SAUDI KAYAN PETROCHEMICAL;Materiali;Azionario;2.693.151,24;0,01;2.693.151,24;2.029.111,00;1,33;Arabia Saudita;Saudi Stock Exchange;SAR
WOCKPHARMA;WOCKHARDT LTD;Salute;Azionario;2.694.377,84;0,01;2.694.377,84;182.305,00;14,78;India;National Stock Exchange Of India;INR
383220;F&F LTD;Consumi Discrezionali;Azionario;2.685.044,07;0,01;2.685.044,07;53.301,00;50,38;Corea;Korea Exchange (Stock Market);KRW
AREIT;AREIT INC;Immobili;Azionario;2.685.636,89;0,01;2.685.636,89;3.709.320,00;0,72;Filippine;Philippine Stock Exchange Inc.;PHP
INTELLECT;INTELLECT DESIGN ARENA LTD;IT;Azionario;2.686.344,94;0,01;2.686.344,94;236.551,00;11,36;India;National Stock Exchange Of India;INR
HYP;HYPROP INVS LTD;Immobili;Azionario;2.676.922,90;0,01;2.676.922,90;814.779,00;3,29;Sud Africa;Johannesburg Stock Exchange;ZAR
002353;YANTAI JEREH OILFIELD SERVICES GRO;Energia;Azionario;2.677.146,75;0,01;2.677.146,75;250.299,00;10,70;Cina;Shenzhen Stock Exchange;CNY
3393;WASION HOLDINGS LTD;IT;Azionario;2.677.904,64;0,01;2.677.904,64;1.284.000,00;2,09;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ZAB;ZABKA GROUP SOCIETE ANONYME SA;Generi di largo consumo;Azionario;2.671.815,66;0,01;2.671.815,66;426.403,00;6,27;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
688072;PIOTECH INC A;IT;Azionario;2.669.862,66;0,01;2.669.862,66;55.008,00;48,54;Cina;Shanghai Stock Exchange;CNY
SAWAD.R;SRISAWAD CORPORATION PCL NON-VOTIN;Finanziari;Azionario;2.665.142,18;0,01;2.665.142,18;2.964.440,00;0,90;Tailandia;Stock Exchange Of Thailand;THB
PAX;PATRIA INVESTMENTS LTD CLASS A;Finanziari;Azionario;2.659.025,25;0,01;2.659.025,25;168.827,00;15,75;Brasile;NASDAQ;USD
3020;YAMAMA SAUDI CEMENT;Materiali;Azionario;2.652.212,04;0,01;2.652.212,04;406.510,00;6,52;Arabia Saudita;Saudi Stock Exchange;SAR
BHW;BANK HANDLOWY W WARSZAWIE SA;Finanziari;Azionario;2.653.389,60;0,01;2.653.389,60;92.782,00;28,60;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
489790;HANWHA VISION LTD;IT;Azionario;2.653.688,79;0,01;2.653.688,79;103.816,00;25,56;Corea;Korea Exchange (Stock Market);KRW
1907;YFY INC;Materiali;Azionario;2.646.859,11;0,01;2.646.859,11;3.145.000,00;0,84;Taiwan;Taiwan Stock Exchange;TWD
3413;FOXSEMICON INTEGRATED TECHNOLOGY I;IT;Azionario;2.648.495,94;0,01;2.648.495,94;287.970,00;9,20;Taiwan;Taiwan Stock Exchange;TWD
3491;UNIVERSAL MICROWAVE TECHNOLOGY INC;IT;Azionario;2.642.651,07;0,01;2.642.651,07;132.000,00;20,02;Taiwan;Gretai Securities Market;TWD
NMDCENR;NMDC ENERGY PJSC;Energia;Azionario;2.632.845,19;0,01;2.632.845,19;4.062.989,00;0,65;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
MEZZAN;MEZZAN HOLDING CO;Generi di largo consumo;Azionario;2.633.528,19;0,01;2.633.528,19;577.307,00;4,56;Kuwait;Kuwait Stock Exchange;KWD
2329;ORIENT SEMICONDUCTOR ELECTRONICS L;IT;Azionario;2.633.661,16;0,01;2.633.661,16;1.686.000,00;1,56;Taiwan;Taiwan Stock Exchange;TWD
375500;DL E&C LTD;Industriali;Azionario;2.633.693,67;0,01;2.633.693,67;89.990,00;29,27;Corea;Korea Exchange (Stock Market);KRW
300124;SHENZHEN INOVANCE TECHNOLOGY LTD A;Industriali;Azionario;2.630.294,52;0,01;2.630.294,52;258.050,00;10,19;Cina;Shenzhen Stock Exchange;CNY
ARE&M;AMARA RAJA ENERGY & MOBILITY LTD;Industriali;Azionario;2.632.278,39;0,01;2.632.278,39;255.249,00;10,31;India;National Stock Exchange Of India;INR
4979;LUXNET CORP;IT;Azionario;2.632.413,57;0,01;2.632.413,57;323.823,00;8,13;Taiwan;Gretai Securities Market;TWD
SPALI.R;SUPALAI NON-VOTING DR PCL;Immobili;Azionario;2.627.799,82;0,01;2.627.799,82;4.800.700,00;0,55;Tailandia;Stock Exchange Of Thailand;THB
KTC.R;KRUNGTHAI CARD NON-VOTING DR PCL;Finanziari;Azionario;2.617.367,33;0,01;2.617.367,33;2.911.300,00;0,90;Tailandia;Stock Exchange Of Thailand;THB
SAGILITY;SAGILITY LTD;Industriali;Azionario;2.619.066,63;0,01;2.619.066,63;4.670.553,00;0,56;India;National Stock Exchange Of India;INR
2312;KINPO ELECTRONICS INC;IT;Azionario;2.615.477,31;0,01;2.615.477,31;3.544.000,00;0,74;Taiwan;Taiwan Stock Exchange;TWD
GUBRF.E;GUBRE FABRIKALARI A;Materiali;Azionario;2.609.888,60;0,01;2.609.888,60;327.267,00;7,97;Turchia;Istanbul Stock Exchange;TRY
NUVAMA;NUVAMA WEALTH MANAGEMENT LTD;Finanziari;Azionario;2.610.611,11;0,01;2.610.611,11;32.564,00;80,17;India;National Stock Exchange Of India;INR
005070;COSMOAM&T LTD;IT;Azionario;2.612.267,93;0,01;2.612.267,93;72.501,00;36,03;Corea;Korea Exchange (Stock Market);KRW
600015;HUA XIA BANK LTD A;Finanziari;Azionario;2.612.494,44;0,01;2.612.494,44;2.685.015,00;0,97;Cina;Shanghai Stock Exchange;CNY
CHAMBLFERT;CHAMBAL FERTILISERS AND CHEMICALS;Materiali;Azionario;2.608.483,01;0,01;2.608.483,01;541.906,00;4,81;India;National Stock Exchange Of India;INR
600886;SDIC POWER HOLDINGS LTD A;Imprese di servizi di pubblica utilità;Azionario;2.608.628,37;0,01;2.608.628,37;1.341.500,00;1,94;Cina;Shanghai Stock Exchange;CNY
INOXWIND;INOX WIND LTD;Industriali;Azionario;2.604.266,60;0,01;2.604.266,60;1.875.505,00;1,39;India;National Stock Exchange Of India;INR
3320;CHINA RESOURCES PHARMACEUTICAL GRO;Salute;Azionario;2.600.470,32;0,01;2.600.470,32;4.418.500,00;0,59;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
300015;AIER EYE HOSPITAL GROUP LTD A;Salute;Azionario;2.597.716,24;0,01;2.597.716,24;1.656.550,00;1,57;Cina;Shenzhen Stock Exchange;CNY
IGTI11;IGUATEMI UNIT SA;Immobili;Azionario;2.595.187,82;0,01;2.595.187,82;535.338,00;4,85;Brasile;XBSP;BRL
601336;NEW CHINA LIFE INSURANCE LTD A;Finanziari;Azionario;2.591.090,14;0,01;2.591.090,14;264.104,00;9,81;Cina;Shanghai Stock Exchange;CNY
GSPL;GUJARAT STATE PETRONET LTD;Imprese di servizi di pubblica utilità;Azionario;2.592.416,60;0,01;2.592.416,60;816.735,00;3,17;India;National Stock Exchange Of India;INR
4005;NATIONAL MEDICAL CARE;Salute;Azionario;2.587.248,77;0,01;2.587.248,77;72.499,00;35,69;Arabia Saudita;Saudi Stock Exchange;SAR
6789;VISERA TECHNOLOGIES LTD;IT;Azionario;2.588.711,61;0,01;2.588.711,61;303.000,00;8,54;Taiwan;Taiwan Stock Exchange;TWD
PSSA3;PORTO SEGURO SA;Finanziari;Azionario;2.589.159,90;0,01;2.589.159,90;281.958,00;9,18;Brasile;XBSP;BRL
1776;GF SECURITIES LTD H;Finanziari;Azionario;2.589.476,93;0,01;2.589.476,93;1.134.000,00;2,28;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
6414;ENNOCONN CORP;IT;Azionario;2.589.657,94;0,01;2.589.657,94;277.722,00;9,32;Taiwan;Taiwan Stock Exchange;TWD
002493;RONGSHENG PETRO CHEMICAL LTD A;Materiali;Azionario;2.583.526,63;0,01;2.583.526,63;1.924.700,00;1,34;Cina;Shenzhen Stock Exchange;CNY
068760;CELLTRION PHARM INC;Salute;Azionario;2.583.788,32;0,01;2.583.788,32;59.665,00;43,30;Corea;Korea Exchange (Kosdaq);KRW
600029;CHINA SOUTHERN AIRLINES LTD A;Industriali;Azionario;2.581.062,73;0,01;2.581.062,73;2.607.040,00;0,99;Cina;Shanghai Stock Exchange;CNY
000625;CHONGQING CHANGAN AUTOMOBILE LTD A;Consumi Discrezionali;Azionario;2.581.589,84;0,01;2.581.589,84;1.573.574,00;1,64;Cina;Shenzhen Stock Exchange;CNY
JSE;JOHANNESBURG STOCK EXCHANGE LTD;Finanziari;Azionario;2.583.066,54;0,01;2.583.066,54;322.379,00;8,01;Sud Africa;Johannesburg Stock Exchange;ZAR
CGCL;CAPRI GLOBAL CAPITAL LTD;Finanziari;Azionario;2.578.919,35;0,01;2.578.919,35;1.283.712,00;2,01;India;National Stock Exchange Of India;INR
817;CHINA JINMAO HOLDINGS GROUP LTD;Immobili;Azionario;2.573.899,86;0,01;2.573.899,86;16.418.000,00;0,16;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2374;ABILITY ENTERPRISE LTD;Consumi Discrezionali;Azionario;2.574.876,07;0,01;2.574.876,07;1.025.000,00;2,51;Taiwan;Taiwan Stock Exchange;TWD
005290;DONGJIN SEMICHEM LTD;Materiali;Azionario;2.564.500,59;0,01;2.564.500,59;103.209,00;24,85;Corea;Korea Exchange (Kosdaq);KRW
4264;FLYNAS;Industriali;Azionario;2.564.539,06;0,01;2.564.539,06;133.090,00;19,27;Arabia Saudita;Saudi Stock Exchange;SAR
HBLENGINE;HBL ENGINEERING LTD;Industriali;Azionario;2.564.931,73;0,01;2.564.931,73;285.081,00;9,00;India;National Stock Exchange Of India;INR
AXREIT;AXIS REITS UNITS TRUST;Immobili;Azionario;2.560.912,89;0,01;2.560.912,89;5.293.200,00;0,48;Malesia;Bursa Malaysia;MYR
IQ;IQIYI ADS REPRESENTING CLASS A IN;Comunicazione;Azionario;2.562.996,15;0,01;2.562.996,15;1.314.357,00;1,95;Cina;NASDAQ;USD
EMPOWER;EMIRATES CENTRAL COOLING SYSTEMS C;Imprese di servizi di pubblica utilità;Azionario;2.559.729,06;0,01;2.559.729,06;5.950.236,00;0,43;Emirati Arabi Uniti;Dubai Financial Market;AED
BOX;BOXER RETAIL LTD;Generi di largo consumo;Azionario;2.559.993,42;0,01;2.559.993,42;594.968,00;4,30;Sud Africa;Johannesburg Stock Exchange;ZAR
1795;LOTUS PHARMACEUTICAL LTD;Salute;Azionario;2.555.086,89;0,01;2.555.086,89;284.722,00;8,97;Taiwan;Taiwan Stock Exchange;TWD
006360;GS ENGINEERING & CONSTRUCTION CORP;Industriali;Azionario;2.555.339,41;0,01;2.555.339,41;190.031,00;13,45;Corea;Korea Exchange (Stock Market);KRW
4017;DR SOLIMAN ABDEL KADER FAKEEH HOSP;Salute;Azionario;2.546.979,03;0,01;2.546.979,03;276.200,00;9,22;Arabia Saudita;Saudi Stock Exchange;SAR
601727;SHANGHAI ELECTRIC GROUP LTD A;Industriali;Azionario;2.542.976,36;0,01;2.542.976,36;2.074.500,00;1,23;Cina;Shanghai Stock Exchange;CNY
9921;GIANT MANUFACTURING LTD;Consumi Discrezionali;Azionario;2.543.818,90;0,01;2.543.818,90;838.191,00;3,03;Taiwan;Taiwan Stock Exchange;TWD
002463;WUS PRINTED CIRCUIT (KUNSHAN) LTD;IT;Azionario;2.538.700,24;0,01;2.538.700,24;260.423,00;9,75;Cina;Shenzhen Stock Exchange;CNY
ZFCVINDIA;ZF COMMERCIAL VEHICLE CONTROL SYST;Consumi Discrezionali;Azionario;2.540.848,00;0,01;2.540.848,00;15.757,00;161,25;India;National Stock Exchange Of India;INR
RLO;REUNERT LTD;Industriali;Azionario;2.537.614,40;0,01;2.537.614,40;701.040,00;3,62;Sud Africa;Johannesburg Stock Exchange;ZAR
TIGR;UP FINTECH HOLDING ADR CLASS A LTD;Finanziari;Azionario;2.533.774,32;0,01;2.533.774,32;287.276,00;8,82;Cina;NASDAQ;USD
6187;ALL RING TECH LTD;IT;Azionario;2.528.842,63;0,01;2.528.842,63;226.000,00;11,19;Taiwan;Gretai Securities Market;TWD
SKFINDUS;SKF INDIA LTD;Consumi Discrezionali;Azionario;2.526.533,21;0,01;2.526.533,21;92.202,00;27,40;India;Bse Ltd;INR
6004;CATRION CATERING HOLDING CO;Industriali;Azionario;2.521.813,48;0,01;2.521.813,48;117.761,00;21,41;Arabia Saudita;Saudi Stock Exchange;SAR
688617;APT MEDICAL INC A;Salute;Azionario;2.524.645,42;0,01;2.524.645,42;73.950,00;34,14;Cina;Shanghai Stock Exchange;CNY
000538;YUNNAN BAIYAO GROUP LTD A;Salute;Azionario;2.513.289,39;0,01;2.513.289,39;316.755,00;7,93;Cina;Shenzhen Stock Exchange;CNY
1830;LEEJAM SPORTS;Consumi Discrezionali;Azionario;2.513.818,18;0,01;2.513.818,18;82.956,00;30,30;Arabia Saudita;Saudi Stock Exchange;SAR
002241;GOERTEK INC A;IT;Azionario;2.514.779,10;0,01;2.514.779,10;617.309,00;4,07;Cina;Shenzhen Stock Exchange;CNY
012750;S-1 CORP;Industriali;Azionario;2.511.171,19;0,01;2.511.171,19;49.317,00;50,92;Corea;Korea Exchange (Stock Market);KRW
600958;ORIENT SECURITIES LTD A;Finanziari;Azionario;2.505.414,40;0,01;2.505.414,40;1.631.683,00;1,54;Cina;Shanghai Stock Exchange;CNY
SRE;SALHIYA REAL EST;Immobili;Azionario;2.508.256,52;0,01;2.508.256,52;1.891.361,00;1,33;Kuwait;Kuwait Stock Exchange;KWD
TGA;THUNGELA RESOURCES LTD;Energia;Azionario;2.498.861,32;0,01;2.498.861,32;415.610,00;6,01;Sud Africa;Johannesburg Stock Exchange;ZAR
302440;SK BIOSCIENCE LTD;Salute;Azionario;2.499.419,51;0,01;2.499.419,51;69.369,00;36,03;Corea;Korea Exchange (Stock Market);KRW
600438;TONGWEI LTD A;IT;Azionario;2.496.631,40;0,01;2.496.631,40;808.494,00;3,09;Cina;Shanghai Stock Exchange;CNY
9911;NEWBORN TOWN INC;Comunicazione;Azionario;2.492.126,01;0,01;2.492.126,01;1.840.000,00;1,35;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
AADHARHFC;AADHAR HOUSING FINANCE LTD;Finanziari;Azionario;2.490.774,73;0,01;2.490.774,73;454.403,00;5,48;India;National Stock Exchange Of India;INR
8313;RASAN INFORMATION TECHNOLOGY;Finanziari;Azionario;2.491.500,76;0,01;2.491.500,76;77.903,00;31,98;Arabia Saudita;Saudi Stock Exchange;SAR
1052;YUEXIU TRANSPORT INFRASTRUCTURE LT;Industriali;Azionario;2.492.048,91;0,01;2.492.048,91;4.510.000,00;0,55;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2855;PRESIDENT SECURITIES CORP;Finanziari;Azionario;2.485.611,47;0,01;2.485.611,47;3.208.638,00;0,77;Taiwan;Taiwan Stock Exchange;TWD
BAATABAK;PHILIP MORRIS;Generi di largo consumo;Azionario;2.482.316,82;0,01;2.482.316,82;2.796,00;887,81;Repubblica Ceca;Prague Stock Exchange;CZK
BOURSA;BOURSA KUWAIT SECURITIES COMPANY;Finanziari;Azionario;2.484.028,23;0,01;2.484.028,23;210.361,00;11,81;Kuwait;Kuwait Stock Exchange;KWD
041510;SM ENTERTAINMENT LTD;Comunicazione;Azionario;2.481.125,39;0,01;2.481.125,39;33.483,00;74,10;Corea;Korea Exchange (Kosdaq);KRW
751;SKYWORTH GROUP LTD;Consumi Discrezionali;Azionario;2.476.261,48;0,01;2.476.261,48;4.758.060,00;0,52;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
007390;NATURECELL LTD;Salute;Azionario;2.476.898,91;0,01;2.476.898,91;158.410,00;15,64;Corea;Korea Exchange (Kosdaq);KRW
KEC;KEC INTERNATIONAL LTD;Industriali;Azionario;2.478.188,61;0,01;2.478.188,61;318.989,00;7,77;India;National Stock Exchange Of India;INR
AZZA3;AZZAS SA;Consumi Discrezionali;Azionario;2.478.869,00;0,01;2.478.869,00;540.876,00;4,58;Brasile;XBSP;BRL
CPS;CYFROWY POLSAT SA;Comunicazione;Azionario;2.472.767,30;0,01;2.472.767,30;800.670,00;3,09;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
855;CHINA WATER AFFAIRS GROUP LTD;Imprese di servizi di pubblica utilità;Azionario;2.471.298,32;0,01;2.471.298,32;3.568.000,00;0,69;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
1672;ASCLETIS PHARMA INC;Salute;Azionario;2.466.207,06;0,01;2.466.207,06;1.482.000,00;1,66;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
AADI;ADARO ANDALAN INDONESIA;Energia;Azionario;2.468.303,33;0,01;2.468.303,33;5.733.000,00;0,43;Indonesia;Indonesia Stock Exchange;IDR
6290;LONGWELL;Industriali;Azionario;2.462.789,10;0,01;2.462.789,10;428.000,00;5,75;Taiwan;Gretai Securities Market;TWD
BTS.R;BTS GROUP HOLDINGS NON-VOTING DR P;Industriali;Azionario;2.461.317,21;0,01;2.461.317,21;29.977.031,00;0,08;Tailandia;Stock Exchange Of Thailand;THB
603799;ZHEJIANG HUAYOU COBALT LTD A;Industriali;Azionario;2.462.449,98;0,01;2.462.449,98;293.284,00;8,40;Cina;Shanghai Stock Exchange;CNY
1199;COSCO SHIPPING PORTS LTD;Industriali;Azionario;2.457.841,54;0,01;2.457.841,54;3.220.000,00;0,76;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
002001;ZHEJIANG NHU LTD A;Materiali;Azionario;2.459.145,04;0,01;2.459.145,04;710.121,00;3,46;Cina;Shenzhen Stock Exchange;CNY
002311;GUANGDONG HAID GROUP LTD A;Generi di largo consumo;Azionario;2.456.085,79;0,01;2.456.085,79;321.398,00;7,64;Cina;Shenzhen Stock Exchange;CNY
6670;FUSHENG PRECISION LTD;Consumi Discrezionali;Azionario;2.449.686,79;0,01;2.449.686,79;299.000,00;8,19;Taiwan;Taiwan Stock Exchange;TWD
HONAUT;HONEYWELL AUTOMATION INDIA LTD;IT;Azionario;2.450.115,75;0,01;2.450.115,75;6.526,00;375,44;India;National Stock Exchange Of India;INR
123;YUEXIU PROPERTY COMPANY LTD;Immobili;Azionario;2.451.313,51;0,01;2.451.313,51;4.675.490,00;0,52;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
1609;TA YA ELECTRIC WIRE & CABLE LTD;Industriali;Azionario;2.452.204,14;0,01;2.452.204,14;1.974.890,00;1,24;Taiwan;Taiwan Stock Exchange;TWD
600418;ANHUI JIANGHUAI AUTOMOBILE CORP LT;Consumi Discrezionali;Azionario;2.443.505,46;0,01;2.443.505,46;355.500,00;6,87;Cina;Shanghai Stock Exchange;CNY
CARBORUNIV;CARBORUNDUM UNIVERSAL LTD;Materiali;Azionario;2.443.837,98;0,01;2.443.837,98;254.828,00;9,59;India;National Stock Exchange Of India;INR
ENTEL;EMPRESA NACIONAL DE TELECOMUNICACI;Comunicazione;Azionario;2.438.845,79;0,01;2.438.845,79;533.378,00;4,57;Cile;Santiago Stock Exchange;CLP
000807;YUNNAN ALUMINIUM LTD A;Materiali;Azionario;2.436.125,37;0,01;2.436.125,37;632.400,00;3,85;Cina;Shenzhen Stock Exchange;CNY
9933;CTCI CORP;Industriali;Azionario;2.431.685,24;0,01;2.431.685,24;2.372.576,00;1,02;Taiwan;Taiwan Stock Exchange;TWD
