15-dic-2025;;;;;;;;;;;
iShares Core MSCI Europe UCITS ETF EUR (Acc);;;;;;;;;;;
Inception Date;25/09/2009;;;;;;;;;;
Fund Holdings as of;15/12/2025;;;;;;;;;;
Number of Securities;403,00;;;;;;;;;;
Shares Outstanding;146.910.991,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
JMT;JERONIMO MARTINS SA;Generi di largo consumo;Azionario;6.659.920,00;0,05;6.659.920,00;332.996,00;20,00;Portogallo;Nyse Euronext - Euronext Lisbon;EUR
PHNX;PHOENIX GROUP HOLDINGS PLC;Finanziari;Azionario;6.631.289,55;0,05;6.631.289,55;839.096,00;7,90;Regno unito;London Stock Exchange;GBP
YAR;YARA INTERNATIONAL;Materiali;Azionario;6.589.749,43;0,05;6.589.749,43;197.303,00;33,40;Norvegia;Oslo Bors Asa;NOK
REC;RECORDATI INDUSTRIA CHIMICA E FARM;Salute;Azionario;6.550.195,88;0,05;6.550.195,88;135.671,00;48,28;Italia;Borsa Italiana;EUR
SPX;SPIRAX GROUP PLC;Industriali;Azionario;6.522.758,13;0,05;6.522.758,13;84.734,00;76,98;Regno unito;London Stock Exchange;GBP
BTRW;BARRATT REDROW PLC;Consumi Discrezionali;Azionario;6.512.651,17;0,05;6.512.651,17;1.592.189,00;4,09;Regno unito;London Stock Exchange;GBP
DCC;DCC PLC;Industriali;Azionario;6.480.661,99;0,05;6.480.661,99;111.262,00;58,25;Regno unito;London Stock Exchange;GBP
BEIJ B;BEIJER REF CLASS B;Industriali;Azionario;6.428.425,35;0,05;6.428.425,35;446.688,00;14,39;Svezia;Nasdaq Omx Nordic;SEK
ZAL;ZALANDO;Consumi Discrezionali;Azionario;6.363.276,14;0,05;6.363.276,14;268.606,00;23,69;Germania;Xetra;EUR
JDEP;JDE PEETS NV;Generi di largo consumo;Azionario;6.312.040,60;0,05;6.312.040,60;199.118,00;31,70;Paesi Bassi;Euronext Amsterdam;EUR
UHR;THE SWATCH GROUP AG;Consumi Discrezionali;Azionario;6.278.362,09;0,05;6.278.362,09;35.621,00;176,25;Svizzera;SIX Swiss Exchange;CHF
WTB;WHITBREAD PLC;Consumi Discrezionali;Azionario;6.253.902,01;0,05;6.253.902,01;228.830,00;27,33;Regno unito;London Stock Exchange;GBP
HOT;HOCHTIEF AG;Industriali;Azionario;6.190.908,00;0,05;6.190.908,00;18.230,00;339,60;Germania;Xetra;EUR
MAERSK A;A P MOLLER MAERSK;Industriali;Azionario;6.159.873,77;0,05;6.159.873,77;3.154,00;1.953,04;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
NEM;NEMETSCHEK;IT;Azionario;6.093.860,50;0,04;6.093.860,50;65.455,00;93,10;Germania;Xetra;EUR
SYENS;SYENSQO NV;Materiali;Azionario;6.071.881,30;0,04;6.071.881,30;86.371,00;70,30;Belgio;Nyse Euronext - Euronext Brussels;EUR
AM;DASSAULT AVIATION SA;Industriali;Azionario;6.059.716,40;0,04;6.059.716,40;22.262,00;272,20;Francia;Nyse Euronext - Euronext Paris;EUR
ELISA;ELISA;Comunicazione;Azionario;6.034.866,88;0,04;6.034.866,88;160.844,00;37,52;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
ENT;ENTAIN PLC;Consumi Discrezionali;Azionario;6.017.236,30;0,04;6.017.236,30;714.839,00;8,42;Regno unito;London Stock Exchange;GBP
NIBE B;NIBE INDUSTRIER CLASS B;Industriali;Azionario;5.995.562,16;0,04;5.995.562,16;1.833.247,00;3,27;Svezia;Nasdaq Omx Nordic;SEK
ELI;ELIA GROUP SA;Imprese di servizi di pubblica utilità;Azionario;5.978.788,80;0,04;5.978.788,80;57.104,00;104,70;Belgio;Nyse Euronext - Euronext Brussels;EUR
KESKOB;KESKO CLASS B;Generi di largo consumo;Azionario;5.969.495,09;0,04;5.969.495,09;322.153,00;18,53;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
P911;DR ING HC F PORSCHE PRF AG;Consumi Discrezionali;Azionario;5.910.982,10;0,04;5.910.982,10;127.667,00;46,30;Germania;Xetra;EUR
LHA;DEUTSCHE LUFTHANSA AG;Industriali;Azionario;5.884.107,26;0,04;5.884.107,26;691.272,00;8,51;Germania;Xetra;EUR
INDU A;INDUSTRIVARDEN A;Finanziari;Azionario;5.879.962,63;0,04;5.879.962,63;158.359,00;37,13;Svezia;Nasdaq Omx Nordic;SEK
BMW3;BMW PREF AG;Consumi Discrezionali;Azionario;5.858.531,25;0,04;5.858.531,25;67.925,00;86,25;Germania;Xetra;EUR
RBI;RAIFFEISEN BANK INTERNATIONAL AG;Finanziari;Azionario;5.809.500,80;0,04;5.809.500,80;154.508,00;37,60;Austria;Wiener Boerse Ag;EUR
EVD;CTS EVENTIM AG;Comunicazione;Azionario;5.507.887,00;0,04;5.507.887,00;71.531,00;77,00;Germania;Xetra;EUR
AVOL;AVOLTA AG;Consumi Discrezionali;Azionario;5.467.549,78;0,04;5.467.549,78;108.850,00;50,23;Svizzera;SIX Swiss Exchange;CHF
IPN;IPSEN SA;Salute;Azionario;5.433.458,40;0,04;5.433.458,40;44.391,00;122,40;Francia;Nyse Euronext - Euronext Paris;EUR
HAG;HENSOLDT AG;Industriali;Azionario;5.422.436,60;0,04;5.422.436,60;75.103,00;72,20;Germania;Xetra;EUR
EDEN;EDENRED;Finanziari;Azionario;5.415.982,00;0,04;5.415.982,00;294.587,00;18,39;Francia;Nyse Euronext - Euronext Paris;EUR
GET;GETLINK;Industriali;Azionario;5.372.080,56;0,04;5.372.080,56;350.658,00;15,32;Francia;Nyse Euronext - Euronext Paris;EUR
LAND;LAND SECURITIES GROUP REIT PLC;Immobili;Azionario;5.365.704,63;0,04;5.365.704,63;808.917,00;6,63;Regno unito;London Stock Exchange;GBP
GJF;GJENSIDIGE FORSIKRING;Finanziari;Azionario;5.351.750,50;0,04;5.351.750,50;216.531,00;24,72;Norvegia;Oslo Bors Asa;NOK
BARN;BARRY CALLEBAUT AG;Generi di largo consumo;Azionario;5.280.226,04;0,04;5.280.226,04;4.095,00;1.289,43;Svizzera;SIX Swiss Exchange;CHF
IMCD;IMCD NV;Industriali;Azionario;5.167.252,80;0,04;5.167.252,80;67.440,00;76,62;Paesi Bassi;Euronext Amsterdam;EUR
LEG;LEG IMMOBILIEN N;Immobili;Azionario;5.134.095,05;0,04;5.134.095,05;84.791,00;60,55;Germania;Xetra;EUR
BIM;BIOMERIEUX SA;Salute;Azionario;5.088.963,60;0,04;5.088.963,60;47.516,00;107,10;Francia;Nyse Euronext - Euronext Paris;EUR
EDPR;EDP RENOVAVEIS SA;Imprese di servizi di pubblica utilità;Azionario;5.079.513,92;0,04;5.079.513,92;429.013,00;11,84;Portogallo;Nyse Euronext - Euronext Lisbon;EUR
ADP;AEROPORTS DE PARIS SA;Industriali;Azionario;5.072.975,00;0,04;5.072.975,00;38.725,00;131,00;Francia;Nyse Euronext - Euronext Paris;EUR
EMSN;EMS-CHEMIE HOLDING AG;Materiali;Azionario;5.058.046,98;0,04;5.058.046,98;8.578,00;589,65;Svizzera;SIX Swiss Exchange;CHF
TUB;FINANCIERE DE TUBIZE SA;Salute;Azionario;5.030.284,00;0,04;5.030.284,00;23.506,00;214,00;Belgio;Nyse Euronext - Euronext Brussels;EUR
BMED;BANCA MEDIOLANUM;Finanziari;Azionario;4.929.383,16;0,04;4.929.383,16;260.676,00;18,91;Italia;Borsa Italiana;EUR
AMUN;AMUNDI SA;Finanziari;Azionario;4.900.010,40;0,04;4.900.010,40;72.112,00;67,95;Francia;Nyse Euronext - Euronext Paris;EUR
DHER;DELIVERY HERO;Consumi Discrezionali;Azionario;4.868.563,91;0,04;4.868.563,91;220.997,00;22,03;Germania;Xetra;EUR
VER;VERBUND AG;Imprese di servizi di pubblica utilità;Azionario;4.830.087,00;0,04;4.830.087,00;78.538,00;61,50;Austria;Wiener Boerse Ag;EUR
BZU;BUZZI;Materiali;Azionario;4.800.600,60;0,04;4.800.600,60;90.492,00;53,05;Italia;Borsa Italiana;EUR
BALD B;FASTIGHETS BALDER CLASS B;Immobili;Azionario;4.735.015,75;0,03;4.735.015,75;787.930,00;6,01;Svezia;Nasdaq Omx Nordic;SEK
ICSSAGD;BLK ICS GBP LIQ AGENCY DIS;Liquidità e/o derivati;Money Market;4.711.157,83;0,03;4.711.157,83;4.137.145,00;1,14;Irlanda;--;GBP
SAGA B;SAGAX CLASS B;Immobili;Azionario;4.613.694,04;0,03;4.613.694,04;253.262,00;18,22;Svezia;Nasdaq Omx Nordic;SEK
BZFUT;CASH COLLATERAL EUR BZFUT;Liquidità e/o derivati;Cash Collateral and Margins;4.600.530,00;0,03;4.600.530,00;4.600.530,00;100,00;Unione Europea;--;EUR
BKW;BKW N AG;Imprese di servizi di pubblica utilità;Azionario;4.540.099,06;0,03;4.540.099,06;25.156,00;180,48;Svizzera;SIX Swiss Exchange;CHF
MAP;MAPFRE SA;Finanziari;Azionario;4.532.783,23;0,03;4.532.783,23;1.084.917,00;4,18;Spagna;Bolsa De Madrid;EUR
SOF;SOFINA SA;Finanziari;Azionario;4.492.481,00;0,03;4.492.481,00;18.641,00;241,00;Belgio;Nyse Euronext - Euronext Brussels;EUR
SW;SODEXO SA;Consumi Discrezionali;Azionario;4.492.638,28;0,03;4.492.638,28;98.566,00;45,58;Francia;Nyse Euronext - Euronext Paris;EUR
SDR;SCHRODERS PLC;Finanziari;Azionario;4.283.746,58;0,03;4.283.746,58;966.053,00;4,43;Regno unito;London Stock Exchange;GBP
GFC;GECINA SA;Immobili;Azionario;4.268.702,80;0,03;4.268.702,80;53.762,00;79,40;Francia;Nyse Euronext - Euronext Paris;EUR
SALM;SALMAR;Generi di largo consumo;Azionario;4.164.525,91;0,03;4.164.525,91;81.643,00;51,01;Norvegia;Oslo Bors Asa;NOK
CPR;DAVIDE CAMPARI MILANO NV;Generi di largo consumo;Azionario;4.077.529,20;0,03;4.077.529,20;692.280,00;5,89;Italia;Borsa Italiana;EUR
BCVN;BC VAUD N;Finanziari;Azionario;4.031.231,58;0,03;4.031.231,58;38.810,00;103,87;Svizzera;SIX Swiss Exchange;CHF
LUND B;LUNDBERGFORETAGEN CLASS B;Finanziari;Azionario;3.995.168,58;0,03;3.995.168,58;87.302,00;45,76;Svezia;Nasdaq Omx Nordic;SEK
RAND;RANDSTAD HOLDING;Industriali;Azionario;3.963.635,00;0,03;3.963.635,00;121.958,00;32,50;Paesi Bassi;Euronext Amsterdam;EUR
EVK;EVONIK INDUSTRIES AG;Materiali;Azionario;3.882.856,86;0,03;3.882.856,86;295.499,00;13,14;Germania;Xetra;EUR
BOL;BOLLORE;Comunicazione;Azionario;3.846.259,64;0,03;3.846.259,64;826.797,00;4,65;Francia;Nyse Euronext - Euronext Paris;EUR
COV;COVIVIO SA;Immobili;Azionario;3.838.389,80;0,03;3.838.389,80;70.819,00;54,20;Francia;Nyse Euronext - Euronext Paris;EUR
GRF;GRIFOLS SA CLASS A;Salute;Azionario;3.818.286,95;0,03;3.818.286,95;351.430,00;10,87;Spagna;Bolsa De Madrid;EUR
NTGY;NATURGY ENERGY GROUP SA;Imprese di servizi di pubblica utilità;Azionario;3.750.019,00;0,03;3.750.019,00;153.062,00;24,50;Spagna;Bolsa De Madrid;EUR
DIE;DIETEREN (D) SA;Consumi Discrezionali;Azionario;3.733.602,60;0,03;3.733.602,60;25.193,00;148,20;Belgio;Nyse Euronext - Euronext Brussels;EUR
RAA;RATIONAL AG;Industriali;Azionario;3.688.110,00;0,03;3.688.110,00;5.718,00;645,00;Germania;Xetra;EUR
LATO B;LATOUR INVESTMENT CLASS B;Industriali;Azionario;3.658.461,60;0,03;3.658.461,60;178.074,00;20,54;Svezia;Nasdaq Omx Nordic;SEK
CVC;CVC CAPITAL PARTNERS PLC;Finanziari;Azionario;3.516.530,26;0,03;3.516.530,26;246.601,00;14,26;Paesi Bassi;Euronext Amsterdam;EUR
DKK;DKK CASH;Liquidità e/o derivati;Contanti;3.420.379,18;0,03;3.420.379,18;25.551.678,00;13,39;Danimarca;--;DKK
ROCK B;ROCKWOOL CLASS B;Industriali;Azionario;3.420.726,74;0,03;3.420.726,74;114.954,00;29,76;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
HIK;HIKMA PHARMACEUTICALS PLC;Salute;Azionario;3.386.751,74;0,03;3.386.751,74;197.878,00;17,12;Regno unito;London Stock Exchange;GBP
LOTB;LOTUS BAKERIES NV;Generi di largo consumo;Azionario;3.325.140,00;0,02;3.325.140,00;441,00;7.540,00;Belgio;Nyse Euronext - Euronext Brussels;EUR
DEMANT;DEMANT;Salute;Azionario;3.220.428,64;0,02;3.220.428,64;113.374,00;28,41;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
HOLM B;HOLMEN CLASS B;Materiali;Azionario;3.088.972,27;0,02;3.088.972,27;98.221,00;31,45;Svezia;Nasdaq Omx Nordic;SEK
JD.;JD SPORTS FASHION PLC;Consumi Discrezionali;Azionario;2.844.164,49;0,02;2.844.164,49;3.081.970,00;0,92;Regno unito;London Stock Exchange;GBP
INPST;INPOST SA;Industriali;Azionario;2.803.870,80;0,02;2.803.870,80;268.570,00;10,44;Paesi Bassi;Euronext Amsterdam;EUR
FDJU;FDJ UNITED;Consumi Discrezionali;Azionario;2.804.574,50;0,02;2.804.574,50;120.575,00;23,26;Francia;Nyse Euronext - Euronext Paris;EUR
INW;INFRASTRUTTURE WIRELESS ITALIANE;Comunicazione;Azionario;2.793.973,45;0,02;2.793.973,45;369.085,00;7,57;Italia;Borsa Italiana;EUR
NEXI;NEXI;Finanziari;Azionario;2.697.988,50;0,02;2.697.988,50;666.170,00;4,05;Italia;Borsa Italiana;EUR
RED;REDEIA CORPORACION SA;Imprese di servizi di pubblica utilità;Azionario;1.629.057,60;0,01;1.629.057,60;108.315,00;15,04;Spagna;Bolsa De Madrid;EUR
CHF;CHF CASH;Liquidità e/o derivati;Contanti;1.539.890,50;0,01;1.539.890,50;1.440.252,00;106,92;Svizzera;--;CHF
SEK;SEK CASH;Liquidità e/o derivati;Contanti;848.932,76;0,01;848.932,76;9.264.264,00;9,16;Svezia;--;SEK
USD;USD CASH;Liquidità e/o derivati;Contanti;789.085,22;0,01;789.085,22;928.161,00;85,02;Stati Uniti;--;USD
NOK;NOK CASH;Liquidità e/o derivati;Contanti;645.427,50;0,00;645.427,50;7.693.154,00;8,39;Norvegia;--;NOK
ETD_CHF;ETD CHF BALANCE WITH 06738C;Liquidità e/o derivati;Contanti;-1,32;0,00;-1,32;-1,00;106,92;Svizzera;--;CHF
ETD_GBP;ETD GBP BALANCE WITH 06738C;Liquidità e/o derivati;Contanti;0,32;0,00;0,32;0,00;113,87;Regno unito;--;GBP
ZRPH6;MSCI EUROPE INDEX MAR 26;Liquidità e/o derivati;Futures;0,00;0,00;68.032.350,00;1.710,00;397,85;--;Eurex Deutschland;EUR
